GVKEY,Company Name,Ticker,CIK,Is the folder present?,,
65904,APPLIED MICRO CIRCUITS CORP,AMCC,711065,Yes,,
3504,COOPER COS INC (THE),COO,711404,No,,
10948,U S HEALTHCARE INC,USHC,711405,No,,
6815,LOTUS DEVELOPMENT CORP,LOTS.,711761,No,,
16721,ELECTRONIC ARTS INC,EA,712515,Yes,,
8245,PNC FINANCIAL SVCS GROUP INC,PNC,713676,Yes,,
3282,COMPAQ COMPUTER CORP,CPQ.2,714154,Yes,,
2226,BIOGEN INC-OLD,BGEN,714655,No,,
16784,COMMERCE BANCORP INC/NJ,CBH.1,715096,Yes,,
4029,DOMINION ENERGY INC,D,715957,Yes,,
11649,YRC WORLDWIDE INC,YRCW,716006,No,,
11038,UNOCAL CORP,UCL,716039,No,,
7745,AVATEX CORP,AVATQ,716644,No,,
3041,MILACRON INC,MZIAQ,716823,No,,
7620,MURPHY OIL CORP,MUR,717423,Yes,,
180405,ACTIVISION BLIZZARD INC,ATVI,718877,Yes,,
17120,SVB FINANCIAL GROUP,SIVB,719739,No,,
8898,RAYMOND JAMES FINANCIAL CORP,RJF,720005,No,,
9772,SMITH INTERNATIONAL INC,SII,721083,Yes,,
2751,CARDINAL HEALTH INC,CAH,721371,Yes,,
10631,TOTAL SYSTEM SERVICES INC,TSS,721683,No,,
11135,RATIONAL SOFTWARE CORP,RATL,722056,No,,
4205,ECHO BAY MINES LTD,ECO.2,722080,No,,
7343,MICRON TECHNOLOGY INC,MU,723125,Yes,,
3062,CINTAS CORP,CTAS,723254,No,,
5505,HARTMARX CORP,HTMXQ,723371,No,,
1164,MCI INC,MCIP,723527,No,,
8402,PAYCHEX INC,PAYX,723531,Yes,,
3278,AVIS BUDGET GROUP INC,CAR,723612,Yes,,
3930,MAXUS ENERGY CORP,MXS,724176,No,,
10726,TRIBUNE MEDIA CO,TRCO,726513,No,,
30822,REALTY INCOME CORP,O,726728,Yes,,
5783,HUNT (JB) TRANSPRT SVCS INC,JBHT,728535,No,,
3905,ADTALEM GLOBAL EDUCATION INC,ATGE,730464,Yes,,
10903,UNITEDHEALTH GROUP INC,UNH,731766,Yes,,
4383,ATMOS ENERGY CORP,ATO,731802,No,,
10426,TEMPLE-INLAND INC,TIN,731939,No,,
12233,GENZYME CORP,GENZ,732485,Yes,,
9408,SANTA FE PACIFIC CORP,SFX.2,732639,No,,
2136,VERIZON COMMUNICATIONS INC,VZ,732712,Yes,,
2146,BELLSOUTH CORP,BLS,732713,Yes,,
8044,NYNEX CORP,NYN,732714,No,,
1485,AMERITECH CORP,AIT.1,732715,No,,
8286,PACIFIC TELESIS GROUP,PAC.2,732716,No,,
9899,AT&T INC,T,732717,No,,
61464,MEDIAONE GROUP INC,UMG.Z,732718,No,,
128659,HANCOCK JOHN FINL SVCS INC,JHF,736260,No,,
6557,LAIDLAW INTERNATIONAL INC,LI.3,737874,No,,
10553,3COM CORP,COMS,738076,Yes,,
3373,CONCORD EFS INC,CE.2,740112,No,,
110179,VENTAS INC,VTR,740260,No,,
14256,MAXIM INTEGRATED PRODUCTS,MXIM,743316,Yes,,
5686,HOMESTAKE MINING,HM,743872,Yes,,
22325,XILINX INC,XLNX,743988,Yes,,
4595,FEDDERS CORP,FJCC,744106,No,,
9248,ROSS STORES INC,ROST,745732,Yes,,
4494,EXPEDITORS INTL WASH INC,EXPD,746515,Yes,,
2504,UNISYS CORP,UIS,746838,Yes,,
8118,OLD KENT FINANCIAL CORP,OK.2,746969,No,,
12441,GARTNER INC,IT,749251,No,,
2796,BROADWAY STORES INC,BWY.1,750217,No,,
10187,SUNTRUST BANKS INC,STI,750556,Yes,,
8873,QUESTAR CORP,STR,751652,No,,
4517,NEXTERA ENERGY INC,NEE,753308,Yes,,
9445,SCANA CORP,SCG,754737,Yes,,
6450,KING WORLD PRODUCTIONS INC,KWP,756764,No,,
2055,BARRICK GOLD CORP,GOLD,756894,No,,
10816,USG CORP,USG,757011,No,,
11910,NOVELL INC,NOVL,758004,No,,
21825,CITIZENS FINANCIAL GROUP INC,CFG,759944,No,,
7567,MORRISON KNUDSEN CORP OLD,3MRNKQ,763739,No,,
3107,CLEVELAND-CLIFFS INC,CLF,764065,Yes,,
8543,ALTRIA GROUP INC,MO,764180,Yes,,
2184,BEST BUY CO INC,BBY,764478,Yes,,
1075,PINNACLE WEST CAPITAL CORP,PNW,764622,Yes,,
6802,LONGS DRUG STORES CORP,LDG,764762,Yes,,
5662,HOLIDAY CORP,HIA.1,764898,No,,
13125,HCP INC,HCP,765880,No,,
1230,ALASKA AIR GROUP INC,ALK,766421,No,,
5543,WELLTOWER INC,WELL,766704,Yes,,
23943,PMC-SIERRA INC,PMCS,767920,No,,
14324,ALTERA CORP,ALTR.1,768251,Yes,,
12123,BIG LOTS INC,BIG,768835,Yes,,
1878,AUTODESK INC,ADSK,769397,Yes,,
11993,CYPRUS AMAX MINERALS CO,CYM.1,769589,No,,
9004,REEBOK INTERNATIONAL LTD,RBK,770949,No,,
11985,BATTLE MOUNTAIN GOLD CO,BMG.1,771498,No,,
1194,AHMANSON (H F) & CO,AHM.1,771667,No,,
1300,HONEYWELL INTERNATIONAL INC,HON,773840,No,,
11923,ANADARKO PETROLEUM CORP,APC,773910,Yes,,
11247,WACHOVIA CORP-OLD,WB.1,774203,Yes,,
1848,ATLANTIC RICHFIELD CO,ARC.3,775483,Yes,,
11818,BEAR STEARNS COMPANIES INC,BSC.1,777001,No,,
11811,HENRY (JACK) & ASSOCIATES,JKHY,779152,No,,
13510,DUKE REALTY CORP,DRE,783280,No,,
11550,WEC ENERGY GROUP INC,WEC,783325,No,,
12589,ENCOMPASS HEALTH CORP,EHC,785161,Yes,,
8810,PUBLIC SERVICE ENTRP GRP INC,PEG,788784,Yes,,
12141,MICROSOFT CORP,MSFT,789019,Yes,,
1408,BEAM INC,BEAM,789073,Yes,,
12144,SUNGARD DATA SYSTEMS INC,0139A,789388,Yes,,
14418,MGM RESORTS INTERNATIONAL,MGM,789570,No,,
7938,NACCO INDUSTRIES  -CL A,NC,789933,No,,
12053,EMC CORP/MA,EMC,790070,No,,
6038,INTERLAKE CORP,IK,790929,No,,
3022,CHRYSLER CORP,C.3,791269,No,,
15521,STAPLES INC,SPLS,791519,No,,
12216,LINEAR TECHNOLOGY CORP,LLTC,791907,No,,
12338,HEALTH MANAGEMENT ASSOC,HMA,792985,Yes,,
12389,HARLEY-DAVIDSON INC,HOG,793952,No,,
13440,LEVEL 3 COMMUNICATIONS INC,LVLT,794323,Yes,,
4611,MACY'S INC,M,794367,Yes,,
12689,KB HOME,KBH,795266,Yes,,
12540,ADOBE INC,ADBE,796343,Yes,,
8068,OCCIDENTAL PETROLEUM CORP,OXY,797468,Yes,,
12635,FISERV INC,FISV,798354,Yes,,
14624,OFFICE DEPOT INC,ODP,800240,Yes,,
12788,HARMAN INTERNATIONAL INDS,HAR,800459,Yes,,
13028,PREMARK INTERNATIONAL INC,PMI.2,800575,No,,
13003,JOY GLOBAL INC,JOY,801898,Yes,,
12679,SILICON GRAPHICS INC,SGICQ,802301,Yes,,
12884,COMVERSE TECHNOLOGY INC,CMVT,803014,No,,
12950,AIRGAS INC,ARG,804212,No,,
24800,QUALCOMM INC,QCOM,804328,Yes,,
12850,CERNER CORP,CERN,804753,Yes,,
30128,LEHMAN BROTHERS HOLDINGS INC,LEHMQ,806085,Yes,,
1976,BAKER HUGHES INC,BHI,808362,No,,
6081,NAVISTAR INTERNATIONAL CORP,NAV,808450,Yes,,
3439,CMS ENERGY CORP,CMS,811156,Yes,,
10974,UST INC,UST.1,811669,No,,
17130,SANTANDER HOLDINGS USA INC,STD2,811830,Yes,,
8215,OWENS-ILLINOIS INC,OI,812074,Yes,,
13421,CADENCE DESIGN SYSTEMS INC,CDNS,813672,No,,
13714,CBS CORP,CBS,813828,No,,
7875,NEWELL BRANDS INC,NWL,814453,Yes,,
13561,MBIA INC,MBI,814585,Yes,,
13619,ABIOMED INC,ABMD,815094,No,,
13498,CARNIVAL CORP/PLC (USA),CCL,815097,No,,
14225,FASTENAL CO,FAST,815556,No,,
13599,CELGENE CORP,CELG,816284,Yes,,
178310,TERADATA CORP,TDC,816761,No,,
65345,AMERICAN CAPITAL LTD,ACAS,817473,No,,
13700,DENTSPLY SIRONA INC,XRAY,818479,Yes,,
13644,MCCAW CELLULAR COMM  -CL A,MCAWA,818687,No,,
16751,CHARTER ONE FINANCIAL INC,CF.6,819692,Yes,,
8626,PLACER DOME INC,PDG,819996,No,,
164708,AMERIPRISE FINANCIAL INC,AMP,820027,No,,
14282,AMPHENOL CORP,APH,820313,Yes,,
16478,EOG RESOURCES INC,EOG,821189,Yes,,
8823,PULTEGROUP INC,PHM,822416,No,,
5501,SHAWMUT NATIONAL CORP,SNC.1,823393,No,,
14477,WASTE MANAGEMENT INC,WM,823768,Yes,,
4700,FIRST FIDELITY BANCORP,FFB,823870,No,,
24870,NEXTEL COMMUNICATIONS INC,NXTL,824169,No,,
9846,EDISON INTERNATIONAL,EIX,827052,Yes,,
27965,MICROCHIP TECHNOLOGY INC,MCHP,827054,Yes,,
25434,STARBUCKS CORP,SBUX,829224,Yes,,
8805,PSI RESOURCES INC,CIN2,829966,No,,
3243,CITIGROUP INC,C,831001,Yes,,
14590,FREEPORT-MCMORAN INC,FCX,831259,Yes,,
14535,EW SCRIPPS  -CL A,SSP,832428,Yes,,
15520,SIGNET JEWELERS LTD,SIG,832988,Yes,,
15084,BURLINGTON RESOURCES INC,BR.2,833320,Yes,,
6268,JOHNSON CONTROLS INTL PLC,JCI,833444,No,,
17110,SOLECTRON CORP,SLR,835541,No,,
14650,BMC SOFTWARE INC,BMC,835729,No,,
14565,AMERICAN POWER CONVERSION CP,APCC.,835910,No,,
1567,TRANE INC,TT.2,836102,No,,
14623,NOVELLUS SYSTEMS INC,NVLS.1,836106,No,,
14878,ORYX ENERGY CO,ORX,836442,No,,
15354,ENTERASYS NETWORKS INC,ETS,846909,Yes,,
9113,NABISCO GROUP HOLDINGS CORP,NGH.2,847903,No,,
22140,ALLIED WASTE INDUSTRIES INC,AW,848865,Yes,,
15709,PLUM CREEK TIMBER CO INC,PCL,849213,No,,
15855,SYMANTEC CORP,SYMC,849399,No,,
11584,FOOT LOCKER INC,FL,850209,No,,
15708,ALLERGAN INC,AGN.2,850693,Yes,,
16475,GIDDINGS & LEWIS INC/WI,GIDL,851588,No,,
25119,MOHAWK INDUSTRIES INC,MHK,851968,No,,
18699,PTC INC,PTC,857005,No,,
9911,C & S SOVRAN CORP,CVN.3,857167,No,,
20423,CAESARS ENTERTAINMENT CORP,CZR,858339,Yes,,
20548,CABOT OIL & GAS CORP,COG,858470,Yes,,
20779,CISCO SYSTEMS INC,CSCO,858877,No,,
26011,COMPUWARE CORP,CPWR.1,859014,No,,
20904,HOLOGIC INC,HOLX,859737,No,,
22260,HCA HEALTHCARE INC,HCA,860730,Yes,,
63527,STERICYCLE INC,SRCL,861878,Yes,,
28648,PETSMART INC,PETM,863157,No,,
22794,BJ SERVICES CO,BJS.1,864328,No,,
24893,WHOLE FOODS MARKET INC,WFM,865436,No,,
24316,MONSTER BEVERAGE CORP,MNST,865752,Yes,,
23809,AUTOZONE INC,AZO,866787,Yes,,
29095,MERCURY INTERACTIVE CORP,MERQ,867058,No,,
28256,XTO ENERGY INC,XTO,868809,No,,
100243,AMCOR PLC,AMCR,869428,No,,
1098,ACME-CLEVELAND CORP,AMT.1,869676,No,,
23592,MBNA CORP,KRB,870517,Yes,,
23812,REGENERON PHARMACEUTICALS,REGN,872589,No,,
23945,CEPHALON INC,CEPH,873364,Yes,,
24008,MEDIMMUNE INC,MEDI,873591,No,,
24032,JONES GROUP INC,JNY,874016,Yes,,
24287,AMBAC FINANCIAL GROUP INC,AMBC,874501,No,,
24197,IDEXX LABS INC,IDXX,874716,No,,
24216,AES CORP (THE),AES,874761,Yes,,
61739,HARTFORD FINANCIAL SERVICES,HIG,874766,No,,
24468,BIOGEN INC,BIIB,875045,Yes,,
24318,XL GROUP LTD,XL,875159,Yes,,
24344,VERTEX PHARMACEUTICALS INC,VRTX,875320,No,,
25944,PEOPLESOFT INC,PSFT.,875570,No,,
24379,MGIC INVESTMENT CORP/WI,MTG,876437,No,,
24357,BAY NETWORKS INC,BAY.3,876516,No,,
61676,CITRIX SYSTEMS INC,CTXS,877890,No,,
24607,MANOR CARE INC,HCR.1,878736,Yes,,
24731,KIMCO REALTY CORP,KIM,879101,Yes,,
29127,INCYTE CORP,INCY,879169,No,,
13204,FISHER SCIENTIFIC INTL INC,FSH.2,880430,Yes,,
24803,VITESSE SEMICONDUCTOR CORP,VTSS,880446,No,,
24856,GILEAD SCIENCES INC,GILD,882095,No,,
25340,D R HORTON INC,DHI,882184,No,,
24925,ROPER TECHNOLOGIES INC,ROP,882835,No,,
24975,SYNOPSYS INC,SNPS,883241,No,,
28118,FOSSIL GROUP INC,FOSL,883569,No,,
25157,FIRST DATA CORP,FDC,883980,Yes,,
28191,ROYAL CARIBBEAN CRUISES LTD,RCL,884887,Yes,,
25283,KOHL'S CORP,KSS,885639,Yes,,
25279,BOSTON SCIENTIFIC CORP,BSX,885725,No,,
25338,BED BATH & BEYOND INC,BBBY,886158,Yes,,
114628,GOLDMAN SACHS GROUP INC,GS,886982,Yes,,
5331,CONSECO FINANCE CORP,3CNCEQ1,890175,No,,
25783,MCAFEE INC,MFE,890801,No,,
25880,PATTERSON COS INC,PDCO,891024,Yes,,
26061,IAC/INTERACTIVECORP,IAC,891103,Yes,,
25988,HFS INC,HFS.,891104,No,,
27780,SITE CENTERS CORP,SITC,894315,No,,
27786,CHESAPEAKE ENERGY CORP,CHK,895126,Yes,,
12124,MORGAN STANLEY,MS,895421,Yes,,
5776,GALEN HEALTH CARE INC,GHC.1,895441,No,,
29345,GATEWAY INC,GTW,895812,No,,
28034,CHUBB LTD,CB,896159,Yes,,
27928,INTUIT INC,INTU,896878,No,,
7077,MARTIN MARIETTA CORP,ML.3,897599,No,,
28139,SANMINA CORP,SANM,897723,Yes,,
3426,CONRAIL INC,CRR.3,897732,No,,
28180,O'REILLY AUTOMOTIVE INC,ORLY,898173,Yes,,
28195,JABIL INC,JBL,898293,No,,
28349,ALLSTATE CORP,ALL,899051,Yes,,
30865,CINERGY CORP,DUK6,899652,Yes,,
11220,VORNADO REALTY TRUST,VNO,899689,No,,
62263,ALEXION PHARMACEUTICALS INC,ALXN,899866,Yes,,
29901,COPART INC,CPRT,900075,No,,
29318,AIRTOUCH COMMUNICATIONS-OLD,ATI.1,904255,No,,
28733,EQUITY RESIDENTIAL,EQR,906107,Yes,,
30137,NEKTAR THERAPEUTICS,NKTR,906709,No,,
28742,BORGWARNER INC,BWA,908255,Yes,,
29028,COSTCO WHOLESALE CORP,COST,909832,No,,
29099,REGENCY CENTERS CORP,REG,910606,No,,
29241,VIAVI SOLUTIONS INC,VIAV,912093,Yes,,
29868,MACERICH CO,MAC,912242,Yes,,
29649,MID-AMERICA APT CMNTYS INC,MAA,912595,No,,
29150,URBAN OUTFITTERS INC,URBN,912615,Yes,,
29173,NEWFIELD EXPLORATION CO,NFX,912750,No,,
29849,WESTERN ATLAS INC,WAI.1,913340,No,,
29804,INVESCO LTD,IVZ,914208,Yes,,
29392,EASTMAN CHEMICAL CO,EMN,915389,Yes,,
29875,AVALONBAY COMMUNITIES INC,AVB,915912,No,,
29751,ALBEMARLE CORP,ALB,915913,No,,
29733,MARTIN MARIETTA MATERIALS,MLM,916076,Yes,,
29736,TRACTOR SUPPLY CO,TSCO,916365,Yes,,
63605,CALPINE CORP,8356B,916457,No,,
11555,INTEGRYS HOLDING INC,WEC3,916863,No,,
3255,UNICOM CORP,UCM.2,918040,No,,
29968,AK STEEL HOLDING CORP,AKS,918160,No,,
29791,QLOGIC CORP,QLGC,918386,No,,
30095,QUINTILES TRANSNATIONAL CORP,0573B,919623,No,,
14960,LABORATORY CP OF AMER HLDGS,LH,920148,Yes,,
63099,BROADVISION INC,BVSN,920448,No,,
30293,ESSEX PROPERTY TRUST,ESS,920522,Yes,,
6669,LENNAR CORP,LEN,920760,Yes,,
30203,ASCEND COMMUNICATIONS INC,ASND.1,921146,No,,
30344,SANTA FE PACIFIC GOLD CORP,GLD.2,921754,No,,
122015,HUDSON CITY BANCORP INC,HCBK,921847,Yes,,
8455,PPL CORP,PPL,922224,Yes,,
30383,CASE CORP,CSE.3,922321,No,,
30490,APARTMENT INVST & MGMT CO,AIV,922864,Yes,,
10580,TIMES MIRROR CO  -SER A,TMC,925260,No,,
61483,DAVITA INC,DVA,927066,Yes,,
30990,CAPITAL ONE FINANCIAL CORP,COF,927628,Yes,,
7171,MCKESSON CORP,MCK,927653,No,,
31122,APOLLO EDUCATION GROUP INC,APOL,929887,No,,
31166,GUIDANT CORP,GDT,929987,No,,
62655,DEAN FOODS CO,DF,931336,Yes,,
2490,BURLINGTON NORTHERN SANTA FE,BRK3,934612,Yes,,
31587,DOLLAR TREE INC,DLTR,935703,No,,
3897,DTE ENERGY CO,DTE,936340,Yes,,
64356,CIENA CORP,CIEN,936395,No,,
6774,LOCKHEED MARTIN CORP,LMT,936468,No,,
31846,DARDEN RESTAURANTS INC,DRI,940944,No,,
60894,CAMERON INTERNATIONAL CORP,CAM,941548,Yes,,
60979,WABTEC CORP,WAB,943452,No,,
31887,RESMED INC,RMD,943819,No,,
60992,SUNEDISON INC,SUNEQ,945436,No,,
20653,DENBURY RESOURCES INC,DNR,945764,Yes,,
64630,TAKE-TWO INTERACTIVE SFTWR,TTWO,946581,No,,
61409,DIAMOND OFFSHRE DRILLING INC,DO,949039,No,,
61413,UNION PACIFIC RESOURCES GRP,UPR.1,949061,No,,
11040,PHARMACIA & UPJOHN INC,PNU.1,949573,No,,
61513,SANDISK CORP,SNDK,1000180,No,,
61494,HENRY SCHEIN INC,HSIC,1000228,No,,
61574,WATERS CORP,WAT,1000697,No,,
31549,CAREMARK RX INC,CMX.1,1000736,Yes,,
60900,DISH NETWORK CORP,DISH,1001082,No,,
61738,ITT CORPORATION,ITT.1,1001149,No,,
61567,LAUDER (ESTEE) COS INC -CL A,EL,1001250,Yes,,
61552,LEXMARK INTL INC  -CL A,LXK,1001288,Yes,,
61591,NETAPP INC,NTAP,1002047,No,,
10860,AMEREN CORP,AEE,1002910,No,,
1837,SOUTHERN CO GAS,SO7,1004155,No,,
65886,AFFILIATED MANAGERS GRP INC,AMG,1004434,No,,
1995,CONSTELLATION ENERGY GRP INC,CEG,1004440,Yes,,
8804,NEW CENTURY ENERGIES INC,NCE.1,1004858,No,,
8264,PG&E CORP,PCG,1004980,Yes,,
10639,TOYS R US INC,1231B,1005414,Yes,,
62599,LUCENT TECHNOLOGIES INC,LU,1006240,Yes,,
63180,SIEBEL SYSTEMS INC,SEBL,1006835,No,,
5074,ELECTRONIC DATA SYSTEMS CORP,EDS.,1007456,Yes,,
62897,TUPPERWARE BRANDS CORP,TUP,1008654,Yes,,
62602,SAPIENT CORP,SAPE,1008817,No,,
140033,GENON ENERGY INC,GEN.3,1010775,Yes,,
62634,ALTABA INC,AABA,1011006,No,,
62984,TITANIUM METALS CORP,TIE,1011657,No,,
9555,SEALED AIR CORP,SEE,1012100,Yes,,
27766,WELLPOINT HEALTH NETWRKS INC,WLP.1,1013220,No,,
63080,ANSYS INC,ANSS,1013462,No,,
135990,NRG ENERGY INC,NRG,1013871,Yes,,
66368,VERISIGN INC,VRSN,1014473,No,,
63501,E TRADE FINANCIAL CORP,ETFC,1015780,No,,
63669,UNIVISION COMMUNICATIONS INC,5952B,1017008,Yes,,
64768,AMAZON.COM INC,AMZN,1018724,Yes,,
63643,ABERCROMBIE & FITCH  -CL A,ANF,1018840,Yes,,
10405,ALLEGHENY TECHNOLOGIES INC,ATI,1018963,Yes,,
63766,SABRE HOLDINGS CORP  -CL A,TSG.2,1020265,No,,
64156,MONSTER WORLDWIDE INC,MWW,1020416,No,,
62374,IRON MOUNTAIN INC,IRM,1020569,No,,
10576,TIME WARNER INC-OLD,TWX.1,1021387,No,,
63892,NATIONAL OILWELL VARCO INC,NOV,1021860,Yes,,
64166,QUEST DIAGNOSTICS INC,DGX,1022079,Yes,,
10507,ENERGY FUTURE HOLDINGS CORP,0033A,1023291,Yes,,
12151,COTY INC,COTY,1024305,No,,
6127,ENRON CORP,ENRNQ,1024401,Yes,,
9203,ROCKWELL AUTOMATION,ROK,1024478,Yes,,
10443,TENNECO INC,TEN,1024725,No,,
15208,FEDERAL HOME LOAN MORTG CORP,FMCC,1026214,No,,
4719,CHEMFIRST INC,CEM.2,1026601,No,,
110536,YOUNG & RUBICAM INC,YNR.1,1030048,No,,
8099,FIRSTENERGY CORP,FE,1031296,Yes,,
8272,SEMPRA ENERGY,SRE,1032208,Yes,,
121382,SBA COMMUNICATIONS CORP,SBAC,1034054,No,,
15247,VALERO ENERGY CORP,VLO,1035002,No,,
136725,INTUITIVE SURGICAL INC,ISRG,1035267,No,,
64821,ALEXANDRIA R E EQUITIES INC,ARE,1035443,No,,
2731,PROVIDIAN FINANCIAL CORP,PVN,1035713,Yes,,
5063,GENERAL INSTRUMENT CORP,GIC.3,1035881,Yes,,
15426,MORTON INTERNATIONAL INC,MII.3,1035972,No,,
64891,RALPH LAUREN CORP,RL,1037038,No,,
64925,BOSTON PROPERTIES INC,BXP,1037540,Yes,,
65772,METTLER-TOLEDO INTL INC,MTD,1037646,No,,
1598,AMETEK INC,AME,1037868,Yes,,
61489,QWEST COMMUNICATION INTL INC,Q.2,1037949,No,,
65048,EQUITY OFFICE PROPERTIES TR,EOP,1038339,Yes,,
14359,PIONEER NATURAL RESOURCES CO,PXD,1038357,Yes,,
110685,L3 TECHNOLOGIES INC,LLL,1039101,Yes,,
8151,ONEOK INC,OKE,1039684,Yes,,
2193,BEVERLY ENTERPRISES INC,BEV,1040441,No,,
65290,SL GREEN REALTY CORP,SLG,1040971,Yes,,
65417,YUM BRANDS INC,YUM,1041061,No,,
65554,POWER-ONE INC,PWER,1042825,No,,
12681,MEYER (FRED) INC,FMY.1,1043273,No,,
65609,C H ROBINSON WORLDWIDE INC,CHRW,1043277,Yes,,
121718,JUNIPER NETWORKS INC,JNPR,1043604,Yes,,
5250,GRACE (W R) & CO,GRA,1045309,Yes,,
29984,PROLOGIS INC,PLD,1045609,Yes,,
117768,NVIDIA CORP,NVDA,1045810,No,,
8972,RAYTHEON CO,RTN,1047122,Yes,,
112033,KING PHARMACEUTICALS INC,KG,1047699,No,,
3413,CONSOLIDATED EDISON INC,ED,1047862,Yes,,
28930,MARRIOTT INTL INC,MAR,1048286,No,,
121077,F5 NETWORKS INC,FFIV,1048695,No,,
4598,FEDEX CORP,FDX,1048911,Yes,,
66446,QUANTA SERVICES INC,PWR,1050915,No,,
113490,CROWN CASTLE INTL CORP,CCI,1051470,Yes,,
105365,AMERICAN TOWER CORP,AMT,1053507,Yes,,
66708,BROADCOM CORP,BRCM,1054374,No,,
23877,COVENTRY HEALTH CARE INC,CVH,1054833,Yes,,
66731,FEDERATED INVESTORS INC,FII,1056288,No,,
165914,CHIPOTLE MEXICAN GRILL INC,CMG,1058090,No,,
111864,COGNIZANT TECH SOLUTIONS,CTSH,1058290,No,,
139665,MOODY'S CORP,MCO,1059556,Yes,,
112168,REPUBLIC SERVICES INC,RSG,1060391,No,,
113491,GLOBAL CROSSING LTD,GLBC,1061322,No,,
113419,CONVERGYS CORP,CVG,1062047,Yes,,
6799,KEYSPAN CORP,KSE,1062379,No,,
29389,SIMON PROPERTY GROUP INC,SPG,1063761,No,,
142460,PEABODY ENERGY CORP,BTU,1064728,No,,
114524,EBAY INC,EBAY,1065088,No,,
147579,NETFLIX INC,NFLX,1065280,Yes,,
155394,LKQ CORP,LKQ,1065696,No,,
4242,EL PASO CORP,EP,1066107,Yes,,
114303,CONOCO INC,COC1,1066806,No,,
1998,BANK ONE CORP,ONE.1,1067092,No,,
66065,UNITED RENTALS INC,URI,1067701,Yes,,
2176,BERKSHIRE HATHAWAY,BRK.B,1067983,Yes,,
116526,CONEXANT SYSTEMS INC,CNXT.1,1069353,Yes,,
120093,CNX RESOURCES CORPORATION,CNX,1070412,Yes,,
7063,HOST HOTELS & RESORTS INC,HST,1070750,Yes,,
145552,CENTENE CORP,CNC,1071739,No,,
118577,LIFE TECHNOLOGIES CORP,LIFE.3,1073431,Yes,,
119314,BOOKING HOLDINGS INC,BKNG,1075531,Yes,,
119417,PEPSI BOTTLING GROUP INC,PBG,1076405,No,,
7892,NIAGARA MOHAWK HOLDINGS INC,NMK,1079182,No,,
5824,PEPSIAMERICAS INC,PAS,1084230,No,,
29356,VERITAS SOFTWARE CORP,VRTS.1,1084408,No,,
125595,AKAMAI TECHNOLOGIES INC,AKAM,1086222,Yes,,
122841,RED HAT INC,RHT,1087423,No,,
125533,PACTIV CORP,PTV,1089976,No,,
14934,DEVON ENERGY CORP,DVN,1090012,Yes,,
10920,UNITED PARCEL SERVICE INC,UPS,1090727,Yes,,
126554,AGILENT TECHNOLOGIES INC,A,1090872,Yes,,
126136,CHARTER COMMUNICATIONS INC,CHTR,1091667,No,,
2783,PROGRESS ENERGY INC,DUK8,1094093,Yes,,
61388,EVEREST RE GROUP LTD,RE,1095073,No,,
141384,ALIGN TECHNOLOGY INC,ALGN,1097149,No,,
133768,METLIFE INC,MET,1099219,Yes,,
133366,EDWARDS LIFESCIENCES CORP,EW,1099800,No,,
132502,PALM INC,PALM,1100389,No,,
143974,ALLIANCE DATA SYSTEMS CORP,ADS,1101215,Yes,,
138743,EQUINIX INC,EQIX,1101239,Yes,,
142953,MONDELEZ INTERNATIONAL INC,MDLZ,1103982,Yes,,
25056,TIME WARNER INC,TWX,1105705,No,,
157855,SALESFORCE.COM INC,CRM,1108524,Yes,,
154357,QEP RESOURCES INC,QEP,1108827,Yes,,
1762,ARMSTRONG HOLDINGS INC,3ACKH,1109304,No,,
8539,EXELON CORP,EXC,1109357,Yes,,
140760,MONSANTO CO,MON,1110783,No,,
138205,ILLUMINA INC,ILMN,1110803,Yes,,
136648,VISTEON CORP,VC,1111335,Yes,,
7974,NISOURCE INC,NI,1111711,Yes,,
175955,IPG PHOTONICS CORP,IPGP,1111928,No,,
12138,PRICE (T. ROWE) GROUP,TROW,1113169,Yes,,
4094,DUN & BRADSTREET CORP,DNB,1115222,Yes,,
140541,TAPESTRY INC,TPR,1116132,Yes,,
139662,AVAYA INC,5933B,1116521,Yes,,
149337,NASDAQ INC,NDAQ,1120193,No,,
141459,GARMIN LTD,GRMN,1121788,Yes,,
1177,AETNA INC,AET,1122304,Yes,,
141913,GLOBAL PAYMENTS INC,GPN,1123360,No,,
4818,FLUOR CORP,FLR,1124198,Yes,,
3480,CERIDIAN CORP,4622B,1124887,Yes,,
145701,PRINCIPAL FINANCIAL GRP INC,PFG,1126328,Yes,,
5742,CENTERPOINT ENERGY INC,CNP,1130310,Yes,,
4864,FOSTER WHEELER AG,FWLT,1130385,Yes,,
14275,FIRST REPUBLIC BANK,FRC,1132979,No,,
7985,NORTHROP GRUMMAN CORP,NOC,1133421,Yes,,
142811,FMC TECHNOLOGIES INC,FTI.1,1135152,Yes,,
8694,PEPCO HOLDINGS INC,POM,1135971,No,,
144559,ZIMMER BIOMET HOLDINGS INC,ZBH,1136869,Yes,,
165993,FIDELITY NATIONAL INFO SVCS,FIS,1136893,No,,
144066,ROCKWELL COLLINS,COL,1137411,Yes,,
143356,PRUDENTIAL FINANCIAL INC,PRU,1137774,No,,
150937,SEAGATE TECHNOLOGY PLC,STX,1137789,Yes,,
260774,CBRE GROUP INC,CBRE,1138118,Yes,,
134845,AT&T WIRELESS SERVICES INC,AWE.2,1138234,No,,
144009,WILLIS TOWERS WATSON PLC,WLTW,1140536,No,,
